loc_id,fname,gt_lat,gt_lon,pred_lat,pred_lon,dist_m,latency_ms,vram_gb,parsed,complexity,response
5443,ttk_05443_55.780464_37.701973_h0.jpg,55.780464,37.701973,,,20037000.0,7661.499699985143,1.23590087890625,False,7.233753126680494, 3.
5367,ttk_05367_55.780462_37.534716_h0.jpg,55.780462,37.534716,35.5262,151.2152,8088617.67830726,8427.35700000776,1.23590087890625,True,7.277584863414161," 35.5262, 151.2152"
4754,ttk_04754_55.769962_37.633760_h0.jpg,55.769962,37.63376,,,20037000.0,7687.9704000020865,1.23590087890625,False,7.114041239816077, 3.
5271,ttk_05271_55.779008_37.530292_h0.jpg,55.779008,37.530292,,,20037000.0,7686.74689999898,1.23590087890625,False,7.445523696405417, 3.
7151,ttk_07151_55.809067_37.529449_h0.jpg,55.809067,37.529449,,,20037000.0,7669.488799991086,1.23590087890625,False,6.75078895975221, 3.
3042,ttk_03042_55.742980_37.589739_h0.jpg,55.74298,37.589739,,,20037000.0,7664.838400000008,1.23590087890625,False,7.441739682461815, 3.
3546,ttk_03546_55.750406_37.664295_h0.jpg,55.750406,37.664295,,,20037000.0,7695.400500000687,1.23590087890625,False,7.045788364542586, 3.
4988,ttk_04988_55.774310_37.528259_h0.jpg,55.77431,37.528259,,,20037000.0,7659.8138000117615,1.23590087890625,False,7.299525546909731, 3.
3548,ttk_03548_55.750526_37.668768_h0.jpg,55.750526,37.668768,,,20037000.0,7736.027599981753,1.23590087890625,False,7.562896046027497, 3.
2948,ttk_02948_55.741465_37.589771_h0.jpg,55.741465,37.589771,,,20037000.0,7666.096799977822,1.23590087890625,False,7.69899788557315, 3.
2024,ttk_02024_55.726513_37.625308_h0.jpg,55.726513,37.625308,47.0262,15.4054,1808365.4785059427,8308.166100003291,1.23590087890625,True,7.091815790833532, 47.0262 15.4054
4565,ttk_04565_55.767041_37.631639_h0.jpg,55.767041,37.631639,,,20037000.0,7664.116400002968,1.23590087890625,False,7.227727090072614, 3.
3359,ttk_03359_55.747663_37.666697_h0.jpg,55.747663,37.666697,,,20037000.0,7699.609100003727,1.23590087890625,False,7.431495996469251, 3.
3543,ttk_03543_55.750681_37.658051_h0.jpg,55.750681,37.658051,,,20037000.0,7666.33589999401,1.23590087890625,False,7.309706773546495, 3.
5270,ttk_05270_55.779421_37.527448_h0.jpg,55.779421,37.527448,,,20037000.0,7672.126299992669,1.23590087890625,False,7.222567752587357, 3.
3544,ttk_03544_55.750509_37.660247_h0.jpg,55.750509,37.660247,,,20037000.0,7677.330900012748,1.23590087890625,False,7.539175586165448, 3.
3767,ttk_03767_55.755239_37.531627_h0.jpg,55.755239,37.531627,,,20037000.0,7691.760300018359,1.23590087890625,False,6.974108959944464, 3.
6863,ttk_06863_55.804478_37.517170_h0.jpg,55.804478,37.51717,37.5527,152.8942,7978208.325377166,8404.49719998287,1.23590087890625,True,7.536595172803263," 37.5527, 152.8942"
7052,ttk_07052_55.807681_37.519615_h0.jpg,55.807681,37.519615,,,20037000.0,7677.585199999157,1.23590087890625,False,7.448001192266812, 3.
253,ttk_00253_55.778461_37.715194_h0.jpg,55.778461,37.715194,,,20037000.0,7658.80720000132,1.23590087890625,False,7.648016908720777, 3.
4051,ttk_04051_55.759500_37.534647_h0.jpg,55.7595,37.534647,,,20037000.0,7664.6403999766335,1.23590087890625,False,7.219279472580096, 3.
5038,ttk_05038_55.774515_37.638164_h0.jpg,55.774515,37.638164,,,20037000.0,7660.328400001163,1.23590087890625,False,7.377364939788269, 3.
6232,ttk_06232_55.794004_37.576910_h0.jpg,55.794004,37.57691,,,20037000.0,7750.777600012952,1.23590087890625,False,7.342244211253901, 3.
3074,ttk_03074_55.743216_37.659998_h0.jpg,55.743216,37.659998,,,20037000.0,10976.70649999054,1.23590087890625,False,6.804922096202846," LANDMARKS: 0.000000, 0.000000, 0.000000
LATITUDE: 0.000000, 0.000000, 0.000000"
4758,ttk_04758_55.769838_37.642911_h0.jpg,55.769838,37.642911,40.232,73.5905,3130785.314768356,8358.853899990208,1.23590087890625,True,7.429231497363109, 40.2320 73.5905
4665,ttk_04665_55.768525_37.644773_h0.jpg,55.768525,37.644773,,,20037000.0,8586.172999988776,1.23590087890625,False,7.294310968402773, 47 105.0222 150.0222
2209,ttk_02209_55.729646_37.618332_h0.jpg,55.729646,37.618332,,,20037000.0,7696.753800002625,1.23590087890625,False,6.8822315166256205, 3.
3768,ttk_03768_55.755001_37.532555_h0.jpg,55.755001,37.532555,,,20037000.0,7729.026299988618,1.23590087890625,False,7.474612176657617, 3.
5267,ttk_05267_55.779054_37.521786_h0.jpg,55.779054,37.521786,,,20037000.0,7746.410899999319,1.23590087890625,False,7.350473862421806, 3.
6192,ttk_06192_55.792479_37.695371_h0.jpg,55.792479,37.695371,,,20037000.0,8083.972699998412,1.23590087890625,False,6.585733189286229," 3.12, 5.43"
2402,ttk_02402_55.732459_37.629377_h0.jpg,55.732459,37.629377,,,20037000.0,7791.478300001472,1.23590087890625,False,7.338611709167614, 3.
5461,ttk_05461_55.782070_37.534970_h0.jpg,55.78207,37.53497,35.2222,150.1555,8064855.959271105,8594.157300016377,1.23590087890625,True,7.017558794760047," 35.2222, 150.1555"
3731,ttk_03731_55.753482_37.658026_h0.jpg,55.753482,37.658026,,,20037000.0,7783.491499983938,1.23590087890625,False,7.479343992372335, 3.
3261,ttk_03261_55.746210_37.658119_h0.jpg,55.74621,37.658119,,,20037000.0,7746.441199997207,1.23590087890625,False,7.050174599764175, 3.
1839,ttk_01839_55.723594_37.632095_h0.jpg,55.723594,37.632095,,,20037000.0,7697.418099996867,1.23590087890625,False,7.201972850596299, 3.
